Model,MDO4054C
-1.5574e-03,0
-1.5570e-03,0.04
-1.5566e-03,0
-1.5562e-03,0
-1.5558e-03,0.04
-1.5554e-03,0
-1.5550e-03,0.04
-1.5546e-03,0.04
-1.5542e-03,0.04
-1.5538e-03,0.04
-1.5534e-03,0.04
-1.5530e-03,0.08
-1.5526e-03,0.04
-1.5522e-03,0.04
-1.5518e-03,0.08
-1.5514e-03,0.04
-1.5510e-03,0.04
-1.5506e-03,0.04
-1.5502e-03,0
-1.5498e-03,0.04
-1.5494e-03,0.08
-1.5490e-03,0.04
-1.5486e-03,0.04
-1.5482e-03,0.04
-1.5478e-03,0
-1.5474e-03,0.08
-1.5470e-03,0.08
-1.5466e-03,0.08
-1.5462e-03,0
-1.5458e-03,0
-1.5454e-03,0
-1.5450e-03,0.04
-1.5446e-03,0.04
-1.5442e-03,0
-1.5438e-03,0
-1.5434e-03,0.04
-1.5430e-03,0
-1.5426e-03,0
-1.5422e-03,0.04
-1.5418e-03,0.04
-1.5414e-03,0
-1.5410e-03,0
-1.5406e-03,0.04
-1.5402e-03,0.04
-1.5398e-03,0.04
-1.5394e-03,0.04
-1.5390e-03,0.04
-1.5386e-03,0.04
-1.5382e-03,0.04
-1.5378e-03,0
-1.5374e-03,0.04
-1.5370e-03,0.04
-1.5366e-03,0
-1.5362e-03,0.04
-1.5358e-03,0.04
-1.5354e-03,0.04
-1.5350e-03,0
-1.5346e-03,0
-1.5342e-03,0.04
-1.5338e-03,0.04
-1.5334e-03,0.04
-1.5330e-03,0.04
-1.5326e-03,0.04
-1.5322e-03,0
-1.5318e-03,0.04
-1.5314e-03,0.04
-1.5310e-03,0
-1.5306e-03,0.04
-1.5302e-03,0
-1.5298e-03,0.04
-1.5294e-03,0.04
-1.5290e-03,0
-1.5286e-03,0.08
-1.5282e-03,0.08
-1.5278e-03,0.04
-1.5274e-03,0.04
-1.5270e-03,0.04
-1.5266e-03,-0.04
-1.5262e-03,0
-1.5258e-03,-0.04
-1.5254e-03,0.04
-1.5250e-03,0.04
-1.5246e-03,0
-1.5242e-03,0
-1.5238e-03,0.08
-1.5234e-03,0.08
-1.5230e-03,0
-1.5226e-03,0.04
-1.5222e-03,0.04
-1.5218e-03,0.08
-1.5214e-03,0
-1.5210e-03,0.08
-1.5206e-03,0.04
-1.5202e-03,0.08
-1.5198e-03,0.08
-1.5194e-03,0.04
-1.5190e-03,0.04
-1.5186e-03,0.04
-1.5182e-03,0.04
-1.5178e-03,0
-1.5174e-03,0
-1.5170e-03,0.08
-1.5166e-03,0
-1.5162e-03,0
-1.5158e-03,0.04
-1.5154e-03,0
-1.5150e-03,0
-1.5146e-03,0
-1.5142e-03,0.04
-1.5138e-03,0.04
-1.5134e-03,0.04
-1.5130e-03,0
-1.5126e-03,0.04
-1.5122e-03,0
-1.5118e-03,0.04
-1.5114e-03,0
-1.5110e-03,0.04
-1.5106e-03,0
-1.5102e-03,0.04
-1.5098e-03,0.04
-1.5094e-03,0.04
-1.5090e-03,0.08
-1.5086e-03,0.04
-1.5082e-03,0
-1.5078e-03,0.04
-1.5074e-03,0.08
-1.5070e-03,0
-1.5066e-03,-0.04
-1.5062e-03,0
-1.5058e-03,0
-1.5054e-03,0
-1.5050e-03,0.08
-1.5046e-03,0.08
-1.5042e-03,0.04
-1.5038e-03,0.04
-1.5034e-03,0.04
-1.5030e-03,0
-1.5026e-03,0.04
-1.5022e-03,0.04
-1.5018e-03,0.04
-1.5014e-03,0
-1.5010e-03,0.04
-1.5006e-03,0.04
-1.5002e-03,0.08
-1.4998e-03,0
-1.4994e-03,0.04
-1.4990e-03,0.04
-1.4986e-03,0.04
-1.4982e-03,0.04
-1.4978e-03,0
-1.4974e-03,0
-1.4970e-03,0
-1.4966e-03,0
-1.4962e-03,0.04
-1.4958e-03,0.04
-1.4954e-03,-0.04
-1.4950e-03,0.04
-1.4946e-03,0
-1.4942e-03,-0.08
-1.4938e-03,0.04
-1.4934e-03,0
-1.4930e-03,0
-1.4926e-03,-0.04
-1.4922e-03,0.04
-1.4918e-03,0.04
-1.4914e-03,0
-1.4910e-03,0.04
-1.4906e-03,0
-1.4902e-03,0
-1.4898e-03,0
-1.4894e-03,0.04
-1.4890e-03,0.08
-1.4886e-03,0
-1.4882e-03,0
-1.4878e-03,0.08
-1.4874e-03,0.12
-1.4870e-03,0
-1.4866e-03,0.04
-1.4862e-03,0.04
-1.4858e-03,0.04
-1.4854e-03,0.04
-1.4850e-03,0.04
-1.4846e-03,0.04
-1.4842e-03,0
-1.4838e-03,0.08
-1.4834e-03,0.08
-1.4830e-03,0.08
-1.4826e-03,0.08
-1.4822e-03,0.04
-1.4818e-03,0.08
-1.4814e-03,0.04
-1.4810e-03,0.04
-1.4806e-03,0.08
-1.4802e-03,0.04
-1.4798e-03,0.08
-1.4794e-03,0.04
-1.4790e-03,0.04
-1.4786e-03,-0.04
-1.4782e-03,0
-1.4778e-03,0
-1.4774e-03,0.04
-1.4770e-03,0.04
-1.4766e-03,0.04
-1.4762e-03,0.08
-1.4758e-03,0.04
-1.4754e-03,0.04
-1.4750e-03,0.04
-1.4746e-03,0.04
-1.4742e-03,0.04
-1.4738e-03,0.04
-1.4734e-03,0.04
-1.4730e-03,0.04
-1.4726e-03,0
-1.4722e-03,0
-1.4718e-03,0.04
-1.4714e-03,0.04
-1.4710e-03,0
-1.4706e-03,0.08
-1.4702e-03,0
-1.4698e-03,0
-1.4694e-03,0.04
-1.4690e-03,0.04
-1.4686e-03,0
-1.4682e-03,0.04
-1.4678e-03,0.04
-1.4674e-03,0.04
-1.4670e-03,0.04
-1.4666e-03,0
-1.4662e-03,0
-1.4658e-03,0
-1.4654e-03,0.04
-1.4650e-03,0.04
-1.4646e-03,0.04
-1.4642e-03,0.08
-1.4638e-03,0.04
-1.4634e-03,0
-1.4630e-03,0.04
-1.4626e-03,0
-1.4622e-03,0.04
-1.4618e-03,0.04
-1.4614e-03,0.04
-1.4610e-03,0
-1.4606e-03,0
-1.4602e-03,0.04
-1.4598e-03,0.04
-1.4594e-03,0.04
-1.4590e-03,0.04
-1.4586e-03,0
-1.4582e-03,0
-1.4578e-03,0.08
-1.4574e-03,0.04
-1.4570e-03,0
-1.4566e-03,0.04
-1.4562e-03,0.04
-1.4558e-03,0.04
-1.4554e-03,0.08
-1.4550e-03,0
-1.4546e-03,0.04
-1.4542e-03,0
-1.4538e-03,0.04
-1.4534e-03,0.08
-1.4530e-03,0.04
-1.4526e-03,0.04
-1.4522e-03,0
-1.4518e-03,0.04
-1.4514e-03,0.08
-1.4510e-03,0
-1.4506e-03,0
-1.4502e-03,0.04
-1.4498e-03,0.04
-1.4494e-03,0.04
-1.4490e-03,0.04
-1.4486e-03,0.04
-1.4482e-03,0.04
-1.4478e-03,0.08
-1.4474e-03,0.04
-1.4470e-03,0.08
-1.4466e-03,0.08
-1.4462e-03,0
-1.4458e-03,0.04
-1.4454e-03,0
-1.4450e-03,0.04
-1.4446e-03,0.04
-1.4442e-03,0.04
-1.4438e-03,0
-1.4434e-03,0.04
-1.4430e-03,0.08
-1.4426e-03,0.04
-1.4422e-03,0.04
-1.4418e-03,0.04
-1.4414e-03,0.04
-1.4410e-03,0.04
-1.4406e-03,0.08
-1.4402e-03,0.04
-1.4398e-03,0.04
-1.4394e-03,0.08
-1.4390e-03,0
-1.4386e-03,0.04
-1.4382e-03,0
-1.4378e-03,0.04
-1.4374e-03,0.04
-1.4370e-03,0
-1.4366e-03,0
-1.4362e-03,0
-1.4358e-03,0.04
-1.4354e-03,0
-1.4350e-03,0
-1.4346e-03,0.04
-1.4342e-03,0.04
-1.4338e-03,0
-1.4334e-03,0.04
-1.4330e-03,0.04
-1.4326e-03,0.04
-1.4322e-03,0.04
-1.4318e-03,0.04
-1.4314e-03,0
-1.4310e-03,0
-1.4306e-03,0
-1.4302e-03,0.04
-1.4298e-03,0.08
-1.4294e-03,0.04
-1.4290e-03,0.04
-1.4286e-03,0
-1.4282e-03,0.04
-1.4278e-03,0.04
-1.4274e-03,0
-1.4270e-03,0.04
-1.4266e-03,0
-1.4262e-03,0.04
-1.4258e-03,0
-1.4254e-03,0.04
-1.4250e-03,0
-1.4246e-03,0.04
-1.4242e-03,0.04
-1.4238e-03,0
-1.4234e-03,0
-1.4230e-03,0.04
-1.4226e-03,0
-1.4222e-03,0.04
-1.4218e-03,0.04
-1.4214e-03,0
-1.4210e-03,0
-1.4206e-03,0.08
-1.4202e-03,0.04
-1.4198e-03,0.04
-1.4194e-03,0
-1.4190e-03,0
-1.4186e-03,0.04
-1.4182e-03,0.08
-1.4178e-03,0.04
-1.4174e-03,0
-1.4170e-03,0.04
-1.4166e-03,0.04
-1.4162e-03,0.04
-1.4158e-03,0.04
-1.4154e-03,0.04
-1.4150e-03,0
-1.4146e-03,0.04
-1.4142e-03,0.04
-1.4138e-03,0
-1.4134e-03,0.04
-1.4130e-03,0
-1.4126e-03,0.04
-1.4122e-03,0.08
-1.4118e-03,0.04
-1.4114e-03,0
-1.4110e-03,0.04
-1.4106e-03,0
-1.4102e-03,0.04
-1.4098e-03,0.04
-1.4094e-03,0
-1.4090e-03,0.04
-1.4086e-03,0
-1.4082e-03,0
-1.4078e-03,0
-1.4074e-03,0
-1.4070e-03,0.04
-1.4066e-03,0.04
-1.4062e-03,0
-1.4058e-03,0
-1.4054e-03,0.04
-1.4050e-03,0.04
-1.4046e-03,0.04
-1.4042e-03,0
-1.4038e-03,0.04
-1.4034e-03,0
-1.4030e-03,0
-1.4026e-03,0.04
-1.4022e-03,0
-1.4018e-03,0.08
-1.4014e-03,0.04
-1.4010e-03,0.04
-1.4006e-03,0.04
-1.4002e-03,0
-1.3998e-03,0.04
-1.3994e-03,0.04
-1.3990e-03,0.08
-1.3986e-03,0
-1.3982e-03,0.04
-1.3978e-03,0.04
-1.3974e-03,0.08
-1.3970e-03,0.04
-1.3966e-03,0.08
-1.3962e-03,0.04
-1.3958e-03,0.04
-1.3954e-03,0.04
-1.3950e-03,0
-1.3946e-03,0.04
-1.3942e-03,0.04
-1.3938e-03,0
-1.3934e-03,0.04
-1.3930e-03,0.04
-1.3926e-03,0.04
-1.3922e-03,0.04
-1.3918e-03,0.04
-1.3914e-03,0.04
-1.3910e-03,0
-1.3906e-03,0.04
-1.3902e-03,0.04
-1.3898e-03,0
-1.3894e-03,0
-1.3890e-03,0
-1.3886e-03,0.04
-1.3882e-03,0
-1.3878e-03,0
-1.3874e-03,0.04
-1.3870e-03,0.08
-1.3866e-03,0.04
-1.3862e-03,0
-1.3858e-03,0.08
-1.3854e-03,0
-1.3850e-03,0
-1.3846e-03,0.08
-1.3842e-03,0.04
-1.3838e-03,0
-1.3834e-03,0.08
-1.3830e-03,0.04
-1.3826e-03,0
-1.3822e-03,0.08
-1.3818e-03,0.04
-1.3814e-03,0.08
-1.3810e-03,0.04
-1.3806e-03,0
-1.3802e-03,0.04
-1.3798e-03,0
-1.3794e-03,0.04
-1.3790e-03,0.08
-1.3786e-03,0.04
-1.3782e-03,0.04
-1.3778e-03,0.08
-1.3774e-03,0
-1.3770e-03,0
-1.3766e-03,0.04
-1.3762e-03,-0.04
-1.3758e-03,0.04
-1.3754e-03,-0.04
-1.3750e-03,0.04
-1.3746e-03,0.08
-1.3742e-03,0
-1.3738e-03,0.04
-1.3734e-03,0.04
-1.3730e-03,0.04
-1.3726e-03,0.04
-1.3722e-03,-0.04
-1.3718e-03,0
-1.3714e-03,0.08
-1.3710e-03,0.04
-1.3706e-03,0.04
-1.3702e-03,0
-1.3698e-03,0
-1.3694e-03,0
-1.3690e-03,0.04
-1.3686e-03,0
-1.3682e-03,0
-1.3678e-03,0
-1.3674e-03,-0.04
-1.3670e-03,0.04
-1.3666e-03,0
-1.3662e-03,0
-1.3658e-03,0.04
-1.3654e-03,-0.08
-1.3650e-03,-0.04
-1.3646e-03,-0.04
-1.3642e-03,0.04
-1.3638e-03,0.04
-1.3634e-03,0.04
-1.3630e-03,0.04
-1.3626e-03,0.04
-1.3622e-03,0.04
-1.3618e-03,0
-1.3614e-03,0.04
-1.3610e-03,0
-1.3606e-03,0.04
-1.3602e-03,0
-1.3598e-03,0.04
-1.3594e-03,0.04
-1.3590e-03,0.04
-1.3586e-03,0.04
-1.3582e-03,0.04
-1.3578e-03,0.04
-1.3574e-03,0.04
-1.3570e-03,0.04
-1.3566e-03,0
-1.3562e-03,0
-1.3558e-03,-0.04
-1.3554e-03,0
-1.3550e-03,0.04
-1.3546e-03,0
-1.3542e-03,-0.04
-1.3538e-03,0
-1.3534e-03,0
-1.3530e-03,0.08
-1.3526e-03,0.04
-1.3522e-03,0.04
-1.3518e-03,0
-1.3514e-03,0.04
-1.3510e-03,0.04
-1.3506e-03,0
-1.3502e-03,0
-1.3498e-03,0
-1.3494e-03,0.04
-1.3490e-03,0.08
-1.3486e-03,-0.04
-1.3482e-03,0.08
-1.3478e-03,0.04
-1.3474e-03,0
-1.3470e-03,0.04
-1.3466e-03,0.04
-1.3462e-03,0.04
-1.3458e-03,0.04
-1.3454e-03,0.04
-1.3450e-03,0.08
-1.3446e-03,0.08
-1.3442e-03,0.04
-1.3438e-03,0.04
-1.3434e-03,0.04
-1.3430e-03,0
-1.3426e-03,0.04
-1.3422e-03,0
-1.3418e-03,0.04
-1.3414e-03,0
-1.3410e-03,0.04
-1.3406e-03,0.04
-1.3402e-03,0
-1.3398e-03,0.04
-1.3394e-03,0.04
-1.3390e-03,0.04
-1.3386e-03,0
-1.3382e-03,0.04
-1.3378e-03,0
-1.3374e-03,0.04
-1.3370e-03,0
-1.3366e-03,0.04
-1.3362e-03,0.04
-1.3358e-03,0.04
-1.3354e-03,0
-1.3350e-03,0.04
-1.3346e-03,0
-1.3342e-03,0.04
-1.3338e-03,0.04
-1.3334e-03,0.04
-1.3330e-03,0.04
-1.3326e-03,0
-1.3322e-03,0.04
-1.3318e-03,0
-1.3314e-03,0.12
-1.3310e-03,0.08
-1.3306e-03,0.04
-1.3302e-03,0.04
-1.3298e-03,0
-1.3294e-03,0.04
-1.3290e-03,0.04
-1.3286e-03,0.04
-1.3282e-03,0
-1.3278e-03,0.04
-1.3274e-03,0.04
-1.3270e-03,0.04
-1.3266e-03,0.08
-1.3262e-03,0.04
-1.3258e-03,0
-1.3254e-03,0.04
-1.3250e-03,0.04
-1.3246e-03,0.04
-1.3242e-03,0
-1.3238e-03,-0.04
-1.3234e-03,0
-1.3230e-03,0
-1.3226e-03,0.04
-1.3222e-03,0.08
-1.3218e-03,0.08
-1.3214e-03,0.04
-1.3210e-03,0.04
-1.3206e-03,0.04
-1.3202e-03,0.04
-1.3198e-03,0.04
-1.3194e-03,0.04
-1.3190e-03,0.08
-1.3186e-03,0
-1.3182e-03,0.04
-1.3178e-03,0
-1.3174e-03,0
-1.3170e-03,0.04
-1.3166e-03,0.04
-1.3162e-03,0
-1.3158e-03,0.04
-1.3154e-03,0.04
-1.3150e-03,0.08
-1.3146e-03,0
-1.3142e-03,0.04
-1.3138e-03,0
-1.3134e-03,0.04
-1.3130e-03,0
-1.3126e-03,0
-1.3122e-03,0.04
-1.3118e-03,0.04
-1.3114e-03,0.04
-1.3110e-03,0
-1.3106e-03,0.04
-1.3102e-03,0.04
-1.3098e-03,0.04
-1.3094e-03,0
-1.3090e-03,-0.04
-1.3086e-03,0.04
-1.3082e-03,0
-1.3078e-03,0
-1.3074e-03,0
-1.3070e-03,0.04
-1.3066e-03,0.04
-1.3062e-03,0
-1.3058e-03,0.04
-1.3054e-03,0.08
-1.3050e-03,0
-1.3046e-03,0.04
-1.3042e-03,0.04
-1.3038e-03,0
-1.3034e-03,0
-1.3030e-03,0.08
-1.3026e-03,0
-1.3022e-03,0
-1.3018e-03,0.04
-1.3014e-03,0
-1.3010e-03,-0.04
-1.3006e-03,0
-1.3002e-03,0.04
-1.2998e-03,-0.04
-1.2994e-03,0
-1.2990e-03,0.04
-1.2986e-03,0.04
-1.2982e-03,0
-1.2978e-03,0
-1.2974e-03,-0.04
-1.2970e-03,0.04
-1.2966e-03,0
-1.2962e-03,0.04
-1.2958e-03,0.04
-1.2954e-03,0.08
-1.2950e-03,0.04
-1.2946e-03,0
-1.2942e-03,0
-1.2938e-03,0
-1.2934e-03,0.08
-1.2930e-03,0
-1.2926e-03,0.04
-1.2922e-03,0.04
-1.2918e-03,0.08
-1.2914e-03,0.08
-1.2910e-03,0
-1.2906e-03,0
-1.2902e-03,0.08
-1.2898e-03,0.08
-1.2894e-03,0.04
-1.2890e-03,0.04
-1.2886e-03,0.04
-1.2882e-03,0.08
-1.2878e-03,0.04
-1.2874e-03,-0.04
-1.2870e-03,0.04
-1.2866e-03,0
-1.2862e-03,0
-1.2858e-03,0
-1.2854e-03,0.04
-1.2850e-03,0.04
-1.2846e-03,0.04
-1.2842e-03,0.04
-1.2838e-03,0.04
-1.2834e-03,0.04
-1.2830e-03,0.04
-1.2826e-03,0.08
-1.2822e-03,0
-1.2818e-03,0.04
-1.2814e-03,0.04
-1.2810e-03,0
-1.2806e-03,0.04
-1.2802e-03,0.04
-1.2798e-03,0.04
-1.2794e-03,0.04
-1.2790e-03,0
-1.2786e-03,0.04
-1.2782e-03,0.04
-1.2778e-03,0.04
-1.2774e-03,0.04
-1.2770e-03,0.04
-1.2766e-03,0.04
-1.2762e-03,0.04
-1.2758e-03,0
-1.2754e-03,0
-1.2750e-03,0.04
-1.2746e-03,0.04
-1.2742e-03,0.04
-1.2738e-03,-0.04
-1.2734e-03,0.04
-1.2730e-03,0.04
-1.2726e-03,0
-1.2722e-03,0
-1.2718e-03,0.04
-1.2714e-03,0.04
-1.2710e-03,0.04
-1.2706e-03,0
-1.2702e-03,0
-1.2698e-03,0
-1.2694e-03,0.04
-1.2690e-03,0.04
-1.2686e-03,0.04
-1.2682e-03,0
-1.2678e-03,0.08
-1.2674e-03,0.04
-1.2670e-03,0.04
-1.2666e-03,0.04
-1.2662e-03,0.04
-1.2658e-03,0.04
-1.2654e-03,0.04
-1.2650e-03,0
-1.2646e-03,0.04
-1.2642e-03,0.08
-1.2638e-03,0
-1.2634e-03,-0.04
-1.2630e-03,0
-1.2626e-03,0
-1.2622e-03,0.08
-1.2618e-03,0.04
-1.2614e-03,0.04
-1.2610e-03,0
-1.2606e-03,0.04
-1.2602e-03,0.04
-1.2598e-03,0
-1.2594e-03,0.04
-1.2590e-03,0.04
-1.2586e-03,0.04
-1.2582e-03,-0.04
-1.2578e-03,0
-1.2574e-03,0
-1.2570e-03,0.08
-1.2566e-03,0.04
-1.2562e-03,0.04
-1.2558e-03,0
-1.2554e-03,0
-1.2550e-03,0
-1.2546e-03,0
-1.2542e-03,0.04
-1.2538e-03,0.08
-1.2534e-03,0.08
-1.2530e-03,0.08
-1.2526e-03,0.04
-1.2522e-03,0.04
-1.2518e-03,0
-1.2514e-03,0
-1.2510e-03,0
-1.2506e-03,0
-1.2502e-03,0
-1.2498e-03,0
-1.2494e-03,0
-1.2490e-03,0.04
-1.2486e-03,0.04
-1.2482e-03,0
-1.2478e-03,0
-1.2474e-03,0.04
-1.2470e-03,0.08
-1.2466e-03,0.04
-1.2462e-03,0.08
-1.2458e-03,0.04
-1.2454e-03,0
-1.2450e-03,0
-1.2446e-03,0
-1.2442e-03,0.04
-1.2438e-03,0.04
-1.2434e-03,0.04
-1.2430e-03,0.04
-1.2426e-03,0
-1.2422e-03,0.08
-1.2418e-03,0.04
-1.2414e-03,0
-1.2410e-03,0.08
-1.2406e-03,0.04
-1.2402e-03,0.04
-1.2398e-03,0.04
-1.2394e-03,0.08
-1.2390e-03,0
-1.2386e-03,0.04
-1.2382e-03,0.04
-1.2378e-03,0.04
-1.2374e-03,0
-1.2370e-03,0
-1.2366e-03,0.08
-1.2362e-03,0
-1.2358e-03,0.04
-1.2354e-03,0
-1.2350e-03,0
-1.2346e-03,0
-1.2342e-03,0.04
-1.2338e-03,0.04
-1.2334e-03,0.04
-1.2330e-03,0.04
-1.2326e-03,0
-1.2322e-03,0.04
-1.2318e-03,0
-1.2314e-03,0
-1.2310e-03,0.08
-1.2306e-03,0
-1.2302e-03,0.04
-1.2298e-03,0.04
-1.2294e-03,0.04
-1.2290e-03,0.04
-1.2286e-03,0.04
-1.2282e-03,0.04
-1.2278e-03,0.04
-1.2274e-03,0
-1.2270e-03,0
-1.2266e-03,0
-1.2262e-03,0.04
-1.2258e-03,0.08
-1.2254e-03,0.08
-1.2250e-03,0.08
-1.2246e-03,0.04
-1.2242e-03,0
-1.2238e-03,0.04
-1.2234e-03,0.04
-1.2230e-03,0.04
-1.2226e-03,0.08
-1.2222e-03,0
-1.2218e-03,0.04
-1.2214e-03,0
-1.2210e-03,0
-1.2206e-03,-0.04
-1.2202e-03,0.04
-1.2198e-03,0
-1.2194e-03,0
-1.2190e-03,0
-1.2186e-03,0.04
-1.2182e-03,0.04
-1.2178e-03,0.04
-1.2174e-03,0.08
-1.2170e-03,0.04
-1.2166e-03,0.04
-1.2162e-03,0.04
-1.2158e-03,0.04
-1.2154e-03,0
-1.2150e-03,0.04
-1.2146e-03,0.04
-1.2142e-03,0.12
-1.2138e-03,0.04
-1.2134e-03,0.04
-1.2130e-03,0.04
-1.2126e-03,0.04
-1.2122e-03,0
-1.2118e-03,0.04
-1.2114e-03,0
-1.2110e-03,0.04
-1.2106e-03,0.04
-1.2102e-03,0.08
-1.2098e-03,0
-1.2094e-03,0.04
-1.2090e-03,0.04
-1.2086e-03,0.04
-1.2082e-03,0
-1.2078e-03,0
-1.2074e-03,0.04
-1.2070e-03,0.04
-1.2066e-03,0.04
-1.2062e-03,0
-1.2058e-03,0
-1.2054e-03,0.04
-1.2050e-03,0
-1.2046e-03,0.08
-1.2042e-03,0.08
-1.2038e-03,0.04
-1.2034e-03,0
-1.2030e-03,0
-1.2026e-03,0.04
-1.2022e-03,0.04
-1.2018e-03,0.04
-1.2014e-03,0.04
-1.2010e-03,0
-1.2006e-03,0.04
-1.2002e-03,0.04
-1.1998e-03,0
-1.1994e-03,0.04
-1.1990e-03,0
-1.1986e-03,0.04
-1.1982e-03,0.04
-1.1978e-03,0.04
-1.1974e-03,0
-1.1970e-03,0.04
-1.1966e-03,0
-1.1962e-03,0
-1.1958e-03,0
-1.1954e-03,0.04
-1.1950e-03,0.04
-1.1946e-03,0.04
-1.1942e-03,0.04
-1.1938e-03,0
-1.1934e-03,0
-1.1930e-03,0
-1.1926e-03,0
-1.1922e-03,-0.04
-1.1918e-03,0
-1.1914e-03,0.04
-1.1910e-03,0
-1.1906e-03,0
-1.1902e-03,0.04
-1.1898e-03,0.08
-1.1894e-03,0.04
-1.1890e-03,0
-1.1886e-03,0.04
-1.1882e-03,0.04
-1.1878e-03,0.04
-1.1874e-03,0.04
-1.1870e-03,-0.04
-1.1866e-03,0.04
-1.1862e-03,0.08
-1.1858e-03,0.04
-1.1854e-03,0.04
-1.1850e-03,0.08
-1.1846e-03,0
-1.1842e-03,0.04
-1.1838e-03,0.04
-1.1834e-03,0.04
-1.1830e-03,0
-1.1826e-03,0.04
-1.1822e-03,0.04
-1.1818e-03,0.04
-1.1814e-03,-0.04
-1.1810e-03,0.04
-1.1806e-03,0
-1.1802e-03,0
-1.1798e-03,0.08
-1.1794e-03,0.04
-1.1790e-03,0.04
-1.1786e-03,0.04
-1.1782e-03,0
-1.1778e-03,0
-1.1774e-03,0.04
-1.1770e-03,0.04
-1.1766e-03,0.04
-1.1762e-03,0.04
-1.1758e-03,0.04
-1.1754e-03,0.04
-1.1750e-03,0.04
-1.1746e-03,0
-1.1742e-03,0.08
-1.1738e-03,0
-1.1734e-03,0
-1.1730e-03,0.04
-1.1726e-03,0
-1.1722e-03,0.12
-1.1718e-03,0.04
-1.1714e-03,0.04
-1.1710e-03,0
-1.1706e-03,0.08
-1.1702e-03,0.04
-1.1698e-03,0.04
-1.1694e-03,0
-1.1690e-03,0.04
-1.1686e-03,0
-1.1682e-03,0
-1.1678e-03,0
-1.1674e-03,0
-1.1670e-03,0.04
-1.1666e-03,0.04
-1.1662e-03,0
-1.1658e-03,0.08
-1.1654e-03,0
-1.1650e-03,0
-1.1646e-03,0.04
-1.1642e-03,-0.04
-1.1638e-03,0.04
-1.1634e-03,0.04
-1.1630e-03,0.04
-1.1626e-03,0.04
-1.1622e-03,0.04
-1.1618e-03,0
-1.1614e-03,-0.04
-1.1610e-03,0
-1.1606e-03,0
-1.1602e-03,0.04
-1.1598e-03,0
-1.1594e-03,0.04
-1.1590e-03,0.04
-1.1586e-03,0.04
-1.1582e-03,0.04
-1.1578e-03,0.04
-1.1574e-03,0.04
-1.1570e-03,0.04
-1.1566e-03,0
-1.1562e-03,0
-1.1558e-03,0
-1.1554e-03,0.04
-1.1550e-03,-0.04
-1.1546e-03,0
-1.1542e-03,0
-1.1538e-03,0.04
-1.1534e-03,0.04
-1.1530e-03,0.04
-1.1526e-03,0.08
-1.1522e-03,0
-1.1518e-03,0.04
-1.1514e-03,0.04
-1.1510e-03,0.04
-1.1506e-03,0
-1.1502e-03,0
-1.1498e-03,0.04
-1.1494e-03,0.04
-1.1490e-03,0.04
-1.1486e-03,0.04
-1.1482e-03,0.04
-1.1478e-03,0.04
-1.1474e-03,-0.04
-1.1470e-03,0.08
-1.1466e-03,0.04
-1.1462e-03,0
-1.1458e-03,0.08
-1.1454e-03,0.04
-1.1450e-03,0
-1.1446e-03,0.04
-1.1442e-03,0.04
-1.1438e-03,0.04
-1.1434e-03,0.04
-1.1430e-03,0.04
-1.1426e-03,0.04
-1.1422e-03,0.04
-1.1418e-03,0
-1.1414e-03,0
-1.1410e-03,0.08
-1.1406e-03,0
-1.1402e-03,0
-1.1398e-03,0
-1.1394e-03,0
-1.1390e-03,-0.04
-1.1386e-03,0
-1.1382e-03,0.04
-1.1378e-03,0.08
-1.1374e-03,0
-1.1370e-03,0
-1.1366e-03,0
-1.1362e-03,0
-1.1358e-03,0.04
-1.1354e-03,0.04
-1.1350e-03,0.04
-1.1346e-03,0.04
-1.1342e-03,0.08
-1.1338e-03,0
-1.1334e-03,0.04
-1.1330e-03,0.04
-1.1326e-03,0.04
-1.1322e-03,0.04
-1.1318e-03,0.04
-1.1314e-03,0.08
-1.1310e-03,0
-1.1306e-03,0.04
-1.1302e-03,0.04
-1.1298e-03,0.04
-1.1294e-03,0.04
-1.1290e-03,0.08
-1.1286e-03,0.04
-1.1282e-03,0.08
-1.1278e-03,0
-1.1274e-03,0
-1.1270e-03,0
-1.1266e-03,0.04
-1.1262e-03,0.04
-1.1258e-03,0.04
-1.1254e-03,0.04
-1.1250e-03,0
-1.1246e-03,0
-1.1242e-03,0.04
-1.1238e-03,0.04
-1.1234e-03,0.04
-1.1230e-03,0.04
-1.1226e-03,0
-1.1222e-03,0
-1.1218e-03,0.04
-1.1214e-03,0.08
-1.1210e-03,0.08
-1.1206e-03,0.04
-1.1202e-03,0.08
-1.1198e-03,0.08
-1.1194e-03,0
-1.1190e-03,0.04
-1.1186e-03,0
-1.1182e-03,0.08
-1.1178e-03,0
-1.1174e-03,0
-1.1170e-03,0.08
-1.1166e-03,0
-1.1162e-03,0.04
-1.1158e-03,0.08
-1.1154e-03,0.08
-1.1150e-03,0.04
-1.1146e-03,0.04
-1.1142e-03,0.04
-1.1138e-03,0.04
-1.1134e-03,0.04
-1.1130e-03,0.04
-1.1126e-03,0.04
-1.1122e-03,0.04
-1.1118e-03,0.08
-1.1114e-03,0
-1.1110e-03,0.08
-1.1106e-03,0.04
-1.1102e-03,0.04
-1.1098e-03,0.04
-1.1094e-03,0.04
-1.1090e-03,0.04
-1.1086e-03,0
-1.1082e-03,0.04
-1.1078e-03,0.04
-1.1074e-03,0.08
-1.1070e-03,0.08
-1.1066e-03,0.08
-1.1062e-03,0
