Model,MDO4054C
-6.5540e-04,0.04
-6.5500e-04,0.08
-6.5460e-04,0.04
-6.5420e-04,0
-6.5380e-04,0.04
-6.5340e-04,0.04
-6.5300e-04,-0.04
-6.5260e-04,0
-6.5220e-04,0.08
-6.5180e-04,0.08
-6.5140e-04,0.04
-6.5100e-04,0.04
-6.5060e-04,0.04
-6.5020e-04,-0.04
-6.4980e-04,0.04
-6.4940e-04,0
-6.4900e-04,0
-6.4860e-04,0
-6.4820e-04,0.04
-6.4780e-04,0.04
-6.4740e-04,0.04
-6.4700e-04,0.08
-6.4660e-04,0
-6.4620e-04,0.04
-6.4580e-04,0
-6.4540e-04,0
-6.4500e-04,0
-6.4460e-04,0.04
-6.4420e-04,0
-6.4380e-04,0.08
-6.4340e-04,0.08
-6.4300e-04,0.04
-6.4260e-04,0
-6.4220e-04,0.04
-6.4180e-04,0
-6.4140e-04,0
-6.4100e-04,0.04
-6.4060e-04,0
-6.4020e-04,0
-6.3980e-04,0.04
-6.3940e-04,0
-6.3900e-04,0
-6.3860e-04,0.04
-6.3820e-04,0.04
-6.3780e-04,0.04
-6.3740e-04,0
-6.3700e-04,0.04
-6.3660e-04,0.04
-6.3620e-04,0.04
-6.3580e-04,0.12
-6.3540e-04,0.08
-6.3500e-04,0.08
-6.3460e-04,0
-6.3420e-04,0.08
-6.3380e-04,0.08
-6.3340e-04,0
-6.3300e-04,0.08
-6.3260e-04,0
-6.3220e-04,0
-6.3180e-04,0.08
-6.3140e-04,0
-6.3100e-04,0.04
-6.3060e-04,0.04
-6.3020e-04,0.08
-6.2980e-04,0
-6.2940e-04,0.04
-6.2900e-04,0.04
-6.2860e-04,0.04
-6.2820e-04,0
-6.2780e-04,0
-6.2740e-04,0
-6.2700e-04,0
-6.2660e-04,0.04
-6.2620e-04,0.04
-6.2580e-04,0
-6.2540e-04,0
-6.2500e-04,0.04
-6.2460e-04,0
-6.2420e-04,0.04
-6.2380e-04,0.04
-6.2340e-04,0.04
-6.2300e-04,0
-6.2260e-04,0
-6.2220e-04,0
-6.2180e-04,0.04
-6.2140e-04,0.04
-6.2100e-04,0.04
-6.2060e-04,0.04
-6.2020e-04,0.04
-6.1980e-04,0
-6.1940e-04,0
-6.1900e-04,0.04
-6.1860e-04,0.04
-6.1820e-04,0.04
-6.1780e-04,0
-6.1740e-04,0.08
-6.1700e-04,0
-6.1660e-04,0.08
-6.1620e-04,0.04
-6.1580e-04,0
-6.1540e-04,0.04
-6.1500e-04,-0.04
-6.1460e-04,0.04
-6.1420e-04,0.04
-6.1380e-04,0.08
-6.1340e-04,0.12
-6.1300e-04,0.08
-6.1260e-04,0.08
-6.1220e-04,0.04
-6.1180e-04,0.04
-6.1140e-04,0.04
-6.1100e-04,0
-6.1060e-04,0.04
-6.1020e-04,0
-6.0980e-04,-0.04
-6.0940e-04,0
-6.0900e-04,0.04
-6.0860e-04,0.04
-6.0820e-04,0
-6.0780e-04,0.04
-6.0740e-04,0
-6.0700e-04,0.04
-6.0660e-04,0.04
-6.0620e-04,0.04
-6.0580e-04,0.08
-6.0540e-04,0.04
-6.0500e-04,0.04
-6.0460e-04,0.04
-6.0420e-04,0.08
-6.0380e-04,0.04
-6.0340e-04,0.04
-6.0300e-04,0
-6.0260e-04,0
-6.0220e-04,0.04
-6.0180e-04,0
-6.0140e-04,0.04
-6.0100e-04,0.04
-6.0060e-04,0.04
-6.0020e-04,0
-5.9980e-04,0.04
-5.9940e-04,0.04
-5.9900e-04,0.04
-5.9860e-04,0
-5.9820e-04,0
-5.9780e-04,0.04
-5.9740e-04,0
-5.9700e-04,0.04
-5.9660e-04,0.04
-5.9620e-04,0.08
-5.9580e-04,0.04
-5.9540e-04,0.04
-5.9500e-04,0
-5.9460e-04,0.08
-5.9420e-04,0
-5.9380e-04,0.04
-5.9340e-04,0.04
-5.9300e-04,0.04
-5.9260e-04,0.08
-5.9220e-04,0.08
-5.9180e-04,0.08
-5.9140e-04,0.08
-5.9100e-04,0.04
-5.9060e-04,0.04
-5.9020e-04,0.04
-5.8980e-04,0.04
-5.8940e-04,0.04
-5.8900e-04,0
-5.8860e-04,0
-5.8820e-04,0
-5.8780e-04,0
-5.8740e-04,0.04
-5.8700e-04,0.04
-5.8660e-04,0.04
-5.8620e-04,0.04
-5.8580e-04,0.04
-5.8540e-04,0.04
-5.8500e-04,0.04
-5.8460e-04,0.04
-5.8420e-04,0.04
-5.8380e-04,0
-5.8340e-04,0
-5.8300e-04,0.04
-5.8260e-04,0.04
-5.8220e-04,0.04
-5.8180e-04,0
-5.8140e-04,0.04
-5.8100e-04,0.04
-5.8060e-04,0
-5.8020e-04,-0.04
-5.7980e-04,0
-5.7940e-04,-0.04
-5.7900e-04,0.04
-5.7860e-04,0.04
-5.7820e-04,0.04
-5.7780e-04,0
-5.7740e-04,0.04
-5.7700e-04,0.04
-5.7660e-04,0
-5.7620e-04,0
-5.7580e-04,0.04
-5.7540e-04,0
-5.7500e-04,0
-5.7460e-04,0.08
-5.7420e-04,0
-5.7380e-04,0.04
-5.7340e-04,0.04
-5.7300e-04,0
-5.7260e-04,0
-5.7220e-04,0.04
-5.7180e-04,0.04
-5.7140e-04,0
-5.7100e-04,0
-5.7060e-04,0.04
-5.7020e-04,-0.04
-5.6980e-04,-0.04
-5.6940e-04,0
-5.6900e-04,-0.04
-5.6860e-04,0
-5.6820e-04,0.04
-5.6780e-04,0
-5.6740e-04,0
-5.6700e-04,0.08
-5.6660e-04,0.04
-5.6620e-04,0
-5.6580e-04,0
-5.6540e-04,0
-5.6500e-04,0.04
-5.6460e-04,-0.04
-5.6420e-04,0.04
-5.6380e-04,0.04
-5.6340e-04,0
-5.6300e-04,0.04
-5.6260e-04,0.04
-5.6220e-04,0
-5.6180e-04,0
-5.6140e-04,0
-5.6100e-04,0.04
-5.6060e-04,0.04
-5.6020e-04,0.04
-5.5980e-04,0.08
-5.5940e-04,0.08
-5.5900e-04,0.08
-5.5860e-04,0.04
-5.5820e-04,0.04
-5.5780e-04,0
-5.5740e-04,0.04
-5.5700e-04,0
-5.5660e-04,-0.04
-5.5620e-04,0.08
-5.5580e-04,0
-5.5540e-04,0
-5.5500e-04,0.04
-5.5460e-04,0.04
-5.5420e-04,0.04
-5.5380e-04,0.04
-5.5340e-04,0.08
-5.5300e-04,0
-5.5260e-04,0
-5.5220e-04,0
-5.5180e-04,0.04
-5.5140e-04,0
-5.5100e-04,0.08
-5.5060e-04,-0.04
-5.5020e-04,0.04
-5.4980e-04,0
-5.4940e-04,0.12
-5.4900e-04,0.08
-5.4860e-04,0.04
-5.4820e-04,0.04
-5.4780e-04,0
-5.4740e-04,0
-5.4700e-04,0
-5.4660e-04,0.04
-5.4620e-04,0.04
-5.4580e-04,0
-5.4540e-04,0.04
-5.4500e-04,0.04
-5.4460e-04,0.04
-5.4420e-04,0
-5.4380e-04,0.04
-5.4340e-04,0
-5.4300e-04,0.08
-5.4260e-04,0
-5.4220e-04,0.04
-5.4180e-04,0
-5.4140e-04,0
-5.4100e-04,0
-5.4060e-04,0.08
-5.4020e-04,0.08
-5.3980e-04,0
-5.3940e-04,0.08
-5.3900e-04,0.04
-5.3860e-04,0.04
-5.3820e-04,0.04
-5.3780e-04,-0.04
-5.3740e-04,0
-5.3700e-04,0
-5.3660e-04,0
-5.3620e-04,0.04
-5.3580e-04,0
-5.3540e-04,0.04
-5.3500e-04,0
-5.3460e-04,0.04
-5.3420e-04,0
-5.3380e-04,0.04
-5.3340e-04,0.08
-5.3300e-04,0.04
-5.3260e-04,0.04
-5.3220e-04,0.04
-5.3180e-04,0.08
-5.3140e-04,0.04
-5.3100e-04,0.04
-5.3060e-04,0
-5.3020e-04,0.04
-5.2980e-04,0
-5.2940e-04,0.04
-5.2900e-04,0
-5.2860e-04,0.04
-5.2820e-04,0
-5.2780e-04,0.04
-5.2740e-04,0
-5.2700e-04,-0.04
-5.2660e-04,0
-5.2620e-04,0
-5.2580e-04,-0.08
-5.2540e-04,0
-5.2500e-04,0.04
-5.2460e-04,0.08
-5.2420e-04,0.04
-5.2380e-04,0.04
-5.2340e-04,0
-5.2300e-04,0
-5.2260e-04,0.04
-5.2220e-04,0.04
-5.2180e-04,-0.04
-5.2140e-04,0
-5.2100e-04,0
-5.2060e-04,0.04
-5.2020e-04,0.04
-5.1980e-04,0
-5.1940e-04,0.04
-5.1900e-04,0.04
-5.1860e-04,0
-5.1820e-04,0
-5.1780e-04,0
-5.1740e-04,0.04
-5.1700e-04,0.04
-5.1660e-04,0.04
-5.1620e-04,0.04
-5.1580e-04,0.08
-5.1540e-04,0.04
-5.1500e-04,0.04
-5.1460e-04,0.04
-5.1420e-04,0.04
-5.1380e-04,0.04
-5.1340e-04,0.04
-5.1300e-04,0.04
-5.1260e-04,0.08
-5.1220e-04,0.04
-5.1180e-04,0.04
-5.1140e-04,0
-5.1100e-04,0.04
-5.1060e-04,-0.04
-5.1020e-04,0.08
-5.0980e-04,0
-5.0940e-04,0.08
-5.0900e-04,0.08
-5.0860e-04,0.04
-5.0820e-04,0.04
-5.0780e-04,0.04
-5.0740e-04,0.04
-5.0700e-04,0
-5.0660e-04,0
-5.0620e-04,0
-5.0580e-04,-0.04
-5.0540e-04,-0.04
-5.0500e-04,0
-5.0460e-04,0
-5.0420e-04,0.08
-5.0380e-04,0
-5.0340e-04,0.04
-5.0300e-04,0.04
-5.0260e-04,0
-5.0220e-04,0
-5.0180e-04,0
-5.0140e-04,0.04
-5.0100e-04,0.04
-5.0060e-04,-0.04
-5.0020e-04,0
-4.9980e-04,0
-4.9940e-04,0.04
-4.9900e-04,0.08
-4.9860e-04,0.04
-4.9820e-04,0
-4.9780e-04,0.04
-4.9740e-04,0.04
-4.9700e-04,0.04
-4.9660e-04,0.04
-4.9620e-04,0.04
-4.9580e-04,0
-4.9540e-04,0
-4.9500e-04,-0.08
-4.9460e-04,0
-4.9420e-04,0
-4.9380e-04,0
-4.9340e-04,0.04
-4.9300e-04,0
-4.9260e-04,0.04
-4.9220e-04,0.04
-4.9180e-04,0.04
-4.9140e-04,0.04
-4.9100e-04,0
-4.9060e-04,0.04
-4.9020e-04,0.04
-4.8980e-04,0.04
-4.8940e-04,0
-4.8900e-04,0.08
-4.8860e-04,0.04
-4.8820e-04,0
-4.8780e-04,0
-4.8740e-04,0.08
-4.8700e-04,-0.04
-4.8660e-04,0.04
-4.8620e-04,0.04
-4.8580e-04,0.04
-4.8540e-04,0.04
-4.8500e-04,0
-4.8460e-04,0.04
-4.8420e-04,0
-4.8380e-04,0.04
-4.8340e-04,0.04
-4.8300e-04,0.04
-4.8260e-04,0.04
-4.8220e-04,0.04
-4.8180e-04,0
-4.8140e-04,0.04
-4.8100e-04,0.04
-4.8060e-04,0
-4.8020e-04,0
-4.7980e-04,0.04
-4.7940e-04,0.04
-4.7900e-04,0.08
-4.7860e-04,0.04
-4.7820e-04,0.04
-4.7780e-04,0
-4.7740e-04,0.04
-4.7700e-04,0
-4.7660e-04,0.04
-4.7620e-04,0.04
-4.7580e-04,0.04
-4.7540e-04,0
-4.7500e-04,0
-4.7460e-04,0.04
-4.7420e-04,0.04
-4.7380e-04,0.12
-4.7340e-04,0.04
-4.7300e-04,0.04
-4.7260e-04,0.04
-4.7220e-04,0
-4.7180e-04,0.04
-4.7140e-04,0.04
-4.7100e-04,0.04
-4.7060e-04,0.04
-4.7020e-04,0
-4.6980e-04,0.04
-4.6940e-04,0.04
-4.6900e-04,0
-4.6860e-04,0.04
-4.6820e-04,0.04
-4.6780e-04,0.04
-4.6740e-04,0
-4.6700e-04,0
-4.6660e-04,0
-4.6620e-04,0
-4.6580e-04,0.04
-4.6540e-04,0.04
-4.6500e-04,0
-4.6460e-04,0.04
-4.6420e-04,0
-4.6380e-04,0
-4.6340e-04,0.04
-4.6300e-04,-0.04
-4.6260e-04,0
-4.6220e-04,-0.04
-4.6180e-04,0.04
-4.6140e-04,0.04
-4.6100e-04,-0.04
-4.6060e-04,0.04
-4.6020e-04,0
-4.5980e-04,0.04
-4.5940e-04,0.04
-4.5900e-04,0.04
-4.5860e-04,0.04
-4.5820e-04,0.04
-4.5780e-04,0.04
-4.5740e-04,0.04
-4.5700e-04,0
-4.5660e-04,0
-4.5620e-04,0.04
-4.5580e-04,0.04
-4.5540e-04,0
-4.5500e-04,0
-4.5460e-04,0
-4.5420e-04,0
-4.5380e-04,0.04
-4.5340e-04,0.04
-4.5300e-04,-0.04
-4.5260e-04,0
-4.5220e-04,-0.04
-4.5180e-04,0
-4.5140e-04,0.04
-4.5100e-04,0.04
-4.5060e-04,0
-4.5020e-04,0.08
-4.4980e-04,0.08
-4.4940e-04,0.08
-4.4900e-04,0.04
-4.4860e-04,0
-4.4820e-04,0.04
-4.4780e-04,0.04
-4.4740e-04,0
-4.4700e-04,0.08
-4.4660e-04,0
-4.4620e-04,0
-4.4580e-04,0.04
-4.4540e-04,0.04
-4.4500e-04,0
-4.4460e-04,0.04
-4.4420e-04,0
-4.4380e-04,0.04
-4.4340e-04,0.04
-4.4300e-04,0.04
-4.4260e-04,0.04
-4.4220e-04,0.04
-4.4180e-04,0.08
-4.4140e-04,0
-4.4100e-04,-0.04
-4.4060e-04,0.04
-4.4020e-04,0.08
-4.3980e-04,0.04
-4.3940e-04,0.04
-4.3900e-04,-0.04
-4.3860e-04,0
-4.3820e-04,0
-4.3780e-04,0.04
-4.3740e-04,0.04
-4.3700e-04,0.04
-4.3660e-04,0.04
-4.3620e-04,0
-4.3580e-04,0.04
-4.3540e-04,0.04
-4.3500e-04,0
-4.3460e-04,0.04
-4.3420e-04,0.08
-4.3380e-04,0.04
-4.3340e-04,0.04
-4.3300e-04,0
-4.3260e-04,0.04
-4.3220e-04,0
-4.3180e-04,0.04
-4.3140e-04,0
-4.3100e-04,0.04
-4.3060e-04,0.04
-4.3020e-04,0
-4.2980e-04,-0.04
-4.2940e-04,0
-4.2900e-04,0
-4.2860e-04,0
-4.2820e-04,0.04
-4.2780e-04,0.04
-4.2740e-04,0
-4.2700e-04,0.04
-4.2660e-04,0.04
-4.2620e-04,0
-4.2580e-04,0.04
-4.2540e-04,0.04
-4.2500e-04,0.04
-4.2460e-04,0.04
-4.2420e-04,0.04
-4.2380e-04,0.04
-4.2340e-04,0.04
-4.2300e-04,0.04
-4.2260e-04,0.04
-4.2220e-04,0
-4.2180e-04,0.04
-4.2140e-04,0
-4.2100e-04,0.04
-4.2060e-04,0.04
-4.2020e-04,0
-4.1980e-04,0
-4.1940e-04,0
-4.1900e-04,0
-4.1860e-04,0
-4.1820e-04,0.04
-4.1780e-04,0.04
-4.1740e-04,0.04
-4.1700e-04,0
-4.1660e-04,0
-4.1620e-04,0.08
-4.1580e-04,0.04
-4.1540e-04,0
-4.1500e-04,0.04
-4.1460e-04,0
-4.1420e-04,0
-4.1380e-04,0
-4.1340e-04,0
-4.1300e-04,0.04
-4.1260e-04,0.04
-4.1220e-04,0
-4.1180e-04,0.04
-4.1140e-04,0.04
-4.1100e-04,0.04
-4.1060e-04,0.04
-4.1020e-04,0.04
-4.0980e-04,-0.04
-4.0940e-04,0
-4.0900e-04,0
-4.0860e-04,0.04
-4.0820e-04,0.08
-4.0780e-04,0.04
-4.0740e-04,0.04
-4.0700e-04,0.08
-4.0660e-04,0.04
-4.0620e-04,0
-4.0580e-04,0.08
-4.0540e-04,0
-4.0500e-04,0
-4.0460e-04,0
-4.0420e-04,0
-4.0380e-04,0
-4.0340e-04,0.08
-4.0300e-04,0.04
-4.0260e-04,0.04
-4.0220e-04,0
-4.0180e-04,0.04
-4.0140e-04,0.04
-4.0100e-04,0.04
-4.0060e-04,0
-4.0020e-04,0.04
-3.9980e-04,0.04
-3.9940e-04,0.04
-3.9900e-04,0.04
-3.9860e-04,0.04
-3.9820e-04,0.08
-3.9780e-04,0.04
-3.9740e-04,0.04
-3.9700e-04,0.04
-3.9660e-04,0
-3.9620e-04,0.04
-3.9580e-04,0
-3.9540e-04,0.04
-3.9500e-04,0.04
-3.9460e-04,0.04
-3.9420e-04,0.04
-3.9380e-04,0
-3.9340e-04,0.08
-3.9300e-04,0.08
-3.9260e-04,0
-3.9220e-04,0
-3.9180e-04,0.04
-3.9140e-04,0.08
-3.9100e-04,0
-3.9060e-04,0.08
-3.9020e-04,0.04
-3.8980e-04,0
-3.8940e-04,0.04
-3.8900e-04,-0.04
-3.8860e-04,0.04
-3.8820e-04,0
-3.8780e-04,-0.04
-3.8740e-04,0
-3.8700e-04,0
-3.8660e-04,0
-3.8620e-04,0.04
-3.8580e-04,0.04
-3.8540e-04,0.08
-3.8500e-04,0
-3.8460e-04,0
-3.8420e-04,0.04
-3.8380e-04,0.04
-3.8340e-04,0.04
-3.8300e-04,0
-3.8260e-04,0.04
-3.8220e-04,0
-3.8180e-04,0.04
-3.8140e-04,0.08
-3.8100e-04,0.04
-3.8060e-04,0.04
-3.8020e-04,0.04
-3.7980e-04,0
-3.7940e-04,0
-3.7900e-04,0.04
-3.7860e-04,0
-3.7820e-04,0
-3.7780e-04,0
-3.7740e-04,0
-3.7700e-04,0.04
-3.7660e-04,0
-3.7620e-04,-0.04
-3.7580e-04,-0.04
-3.7540e-04,0
-3.7500e-04,0.04
-3.7460e-04,0
-3.7420e-04,0
-3.7380e-04,-0.04
-3.7340e-04,0.04
-3.7300e-04,0
-3.7260e-04,0.04
-3.7220e-04,0.04
-3.7180e-04,0
-3.7140e-04,0
-3.7100e-04,0
-3.7060e-04,0.04
-3.7020e-04,0
-3.6980e-04,0
-3.6940e-04,0.04
-3.6900e-04,0.04
-3.6860e-04,0
-3.6820e-04,0.04
-3.6780e-04,0.04
-3.6740e-04,0
-3.6700e-04,0
-3.6660e-04,0.08
-3.6620e-04,0.08
-3.6580e-04,0.08
-3.6540e-04,0.04
-3.6500e-04,0
-3.6460e-04,0.04
-3.6420e-04,0
-3.6380e-04,0.04
-3.6340e-04,0.04
-3.6300e-04,0.08
-3.6260e-04,0.04
-3.6220e-04,0.04
-3.6180e-04,0.08
-3.6140e-04,0
-3.6100e-04,0.04
-3.6060e-04,0.04
-3.6020e-04,0.04
-3.5980e-04,0.04
-3.5940e-04,0.08
-3.5900e-04,0.04
-3.5860e-04,0
-3.5820e-04,0.04
-3.5780e-04,0
-3.5740e-04,0
-3.5700e-04,0.04
-3.5660e-04,0.04
-3.5620e-04,0.04
-3.5580e-04,0.04
-3.5540e-04,0.04
-3.5500e-04,0.08
-3.5460e-04,0.08
-3.5420e-04,0.04
-3.5380e-04,0.04
-3.5340e-04,0
-3.5300e-04,0.04
-3.5260e-04,0.04
-3.5220e-04,0.04
-3.5180e-04,0.04
-3.5140e-04,0.04
-3.5100e-04,0.04
-3.5060e-04,0.08
-3.5020e-04,0.08
-3.4980e-04,0
-3.4940e-04,0.04
-3.4900e-04,0
-3.4860e-04,0
-3.4820e-04,0
-3.4780e-04,0.04
-3.4740e-04,0.04
-3.4700e-04,0.04
-3.4660e-04,0.04
-3.4620e-04,0.04
-3.4580e-04,0.04
-3.4540e-04,0
-3.4500e-04,0
-3.4460e-04,0.04
-3.4420e-04,0
-3.4380e-04,0.04
-3.4340e-04,-0.04
-3.4300e-04,0
-3.4260e-04,0.04
-3.4220e-04,0.04
-3.4180e-04,0.04
-3.4140e-04,0
-3.4100e-04,0.04
-3.4060e-04,0
-3.4020e-04,0
-3.3980e-04,0
-3.3940e-04,0
-3.3900e-04,0
-3.3860e-04,0
-3.3820e-04,0
-3.3780e-04,0.04
-3.3740e-04,0.04
-3.3700e-04,0.04
-3.3660e-04,0.04
-3.3620e-04,0
-3.3580e-04,0.04
-3.3540e-04,0.04
-3.3500e-04,0
-3.3460e-04,0
-3.3420e-04,0
-3.3380e-04,0
-3.3340e-04,-0.04
-3.3300e-04,0.04
-3.3260e-04,0.04
-3.3220e-04,0.04
-3.3180e-04,0
-3.3140e-04,0.04
-3.3100e-04,0.04
-3.3060e-04,0.04
-3.3020e-04,0.04
-3.2980e-04,0.04
-3.2940e-04,0.04
-3.2900e-04,0.04
-3.2860e-04,0.04
-3.2820e-04,0
-3.2780e-04,0.04
-3.2740e-04,0.04
-3.2700e-04,0
-3.2660e-04,0.04
-3.2620e-04,0.04
-3.2580e-04,0
-3.2540e-04,0.04
-3.2500e-04,0.04
-3.2460e-04,0
-3.2420e-04,0.04
-3.2380e-04,0.04
-3.2340e-04,0.08
-3.2300e-04,0.04
-3.2260e-04,0.04
-3.2220e-04,0
-3.2180e-04,0
-3.2140e-04,0
-3.2100e-04,0.04
-3.2060e-04,0.08
-3.2020e-04,0
-3.1980e-04,0
-3.1940e-04,0
-3.1900e-04,0.04
-3.1860e-04,0.04
-3.1820e-04,0.08
-3.1780e-04,0.04
-3.1740e-04,0.08
-3.1700e-04,0.04
-3.1660e-04,0.04
-3.1620e-04,0.04
-3.1580e-04,0.04
-3.1540e-04,0.04
-3.1500e-04,0.04
-3.1460e-04,0
-3.1420e-04,0
-3.1380e-04,0
-3.1340e-04,0.04
-3.1300e-04,0.04
-3.1260e-04,0.08
-3.1220e-04,0.04
-3.1180e-04,0.04
-3.1140e-04,0
-3.1100e-04,0.04
-3.1060e-04,0
-3.1020e-04,0.04
-3.0980e-04,0
-3.0940e-04,0.04
-3.0900e-04,0.04
-3.0860e-04,0.08
-3.0820e-04,0.04
-3.0780e-04,0.04
-3.0740e-04,0.04
-3.0700e-04,0.04
-3.0660e-04,0.04
-3.0620e-04,0
-3.0580e-04,0
-3.0540e-04,0.04
-3.0500e-04,0
-3.0460e-04,0.08
-3.0420e-04,0
-3.0380e-04,0
-3.0340e-04,0.04
-3.0300e-04,0
-3.0260e-04,0.04
-3.0220e-04,0.04
-3.0180e-04,-0.04
-3.0140e-04,0
-3.0100e-04,0
-3.0060e-04,0.08
-3.0020e-04,0.08
-2.9980e-04,0
-2.9940e-04,0.04
-2.9900e-04,0.08
-2.9860e-04,0.04
-2.9820e-04,0.04
-2.9780e-04,0
-2.9740e-04,0.04
-2.9700e-04,0.08
-2.9660e-04,0.04
-2.9620e-04,-0.04
-2.9580e-04,0.04
-2.9540e-04,0.04
-2.9500e-04,0
-2.9460e-04,0
-2.9420e-04,0
-2.9380e-04,0
-2.9340e-04,0
-2.9300e-04,0
-2.9260e-04,0.04
-2.9220e-04,0.04
-2.9180e-04,0
-2.9140e-04,0.04
-2.9100e-04,0.04
-2.9060e-04,0.04
-2.9020e-04,0.04
-2.8980e-04,0.08
-2.8940e-04,0.04
-2.8900e-04,0.04
-2.8860e-04,0
-2.8820e-04,0
-2.8780e-04,-0.04
-2.8740e-04,0.04
-2.8700e-04,0.04
-2.8660e-04,0.04
-2.8620e-04,0
-2.8580e-04,0
-2.8540e-04,0.04
-2.8500e-04,0.04
-2.8460e-04,0.04
-2.8420e-04,0.04
-2.8380e-04,0
-2.8340e-04,0
-2.8300e-04,0.04
-2.8260e-04,0.04
-2.8220e-04,-0.04
-2.8180e-04,0.04
-2.8140e-04,0.04
-2.8100e-04,0
-2.8060e-04,0.08
-2.8020e-04,0.08
-2.7980e-04,0.04
-2.7940e-04,0
-2.7900e-04,0.04
-2.7860e-04,0.04
-2.7820e-04,0
-2.7780e-04,0
-2.7740e-04,0
-2.7700e-04,0
-2.7660e-04,0.04
-2.7620e-04,0.04
-2.7580e-04,0.08
-2.7540e-04,0.04
-2.7500e-04,0
-2.7460e-04,0
-2.7420e-04,0.04
-2.7380e-04,0.04
-2.7340e-04,0
-2.7300e-04,0
-2.7260e-04,0.04
-2.7220e-04,0.04
-2.7180e-04,0
-2.7140e-04,0.04
-2.7100e-04,0.04
-2.7060e-04,0.04
-2.7020e-04,0.08
-2.6980e-04,0
-2.6940e-04,0.04
-2.6900e-04,0
-2.6860e-04,0
-2.6820e-04,0.04
-2.6780e-04,0
-2.6740e-04,0.04
-2.6700e-04,0.08
-2.6660e-04,0.04
-2.6620e-04,0.08
-2.6580e-04,0.04
-2.6540e-04,0.04
-2.6500e-04,0.04
-2.6460e-04,0
-2.6420e-04,0
-2.6380e-04,0.08
-2.6340e-04,0
-2.6300e-04,0.04
-2.6260e-04,0
-2.6220e-04,0
-2.6180e-04,0
-2.6140e-04,0
-2.6100e-04,0.04
-2.6060e-04,0.04
-2.6020e-04,0.04
-2.5980e-04,0.04
-2.5940e-04,0.08
-2.5900e-04,0.08
-2.5860e-04,0.04
-2.5820e-04,0.04
-2.5780e-04,0.08
-2.5740e-04,0.04
-2.5700e-04,0.04
-2.5660e-04,0.04
-2.5620e-04,0.04
-2.5580e-04,0.04
-2.5540e-04,0.04
-2.5500e-04,0
-2.5460e-04,-0.04
-2.5420e-04,0
-2.5380e-04,0
-2.5340e-04,0.04
-2.5300e-04,0
-2.5260e-04,0.04
-2.5220e-04,0.04
-2.5180e-04,0.04
-2.5140e-04,0
-2.5100e-04,0.04
-2.5060e-04,0.04
-2.5020e-04,0.04
-2.4980e-04,0.08
-2.4940e-04,0
-2.4900e-04,0
-2.4860e-04,0.04
-2.4820e-04,0.12
-2.4780e-04,0.04
-2.4740e-04,0.08
-2.4700e-04,0.04
-2.4660e-04,0.04
-2.4620e-04,0.08
-2.4580e-04,0.04
-2.4540e-04,0.04
-2.4500e-04,0.08
-2.4460e-04,0.04
-2.4420e-04,0.04
-2.4380e-04,0.04
-2.4340e-04,0
-2.4300e-04,0.04
-2.4260e-04,0.04
-2.4220e-04,0.08
-2.4180e-04,0
-2.4140e-04,0.04
-2.4100e-04,0.04
-2.4060e-04,0.04
-2.4020e-04,-0.04
-2.3980e-04,0
-2.3940e-04,0.04
-2.3900e-04,0.08
-2.3860e-04,0.08
-2.3820e-04,0
-2.3780e-04,0.04
-2.3740e-04,0.12
-2.3700e-04,0.04
-2.3660e-04,0.08
-2.3620e-04,0.04
-2.3580e-04,0.04
-2.3540e-04,0.04
-2.3500e-04,0.04
-2.3460e-04,0.04
-2.3420e-04,0.04
-2.3380e-04,0
-2.3340e-04,0.12
-2.3300e-04,0
-2.3260e-04,0.04
-2.3220e-04,0.04
-2.3180e-04,0
-2.3140e-04,0.04
-2.3100e-04,0
-2.3060e-04,0.04
-2.3020e-04,0.04
-2.2980e-04,0.04
-2.2940e-04,0.08
-2.2900e-04,0
-2.2860e-04,0.04
-2.2820e-04,0
-2.2780e-04,0.04
-2.2740e-04,0.04
-2.2700e-04,0
-2.2660e-04,0.04
-2.2620e-04,0
-2.2580e-04,-0.04
-2.2540e-04,-0.04
-2.2500e-04,0.04
-2.2460e-04,0.04
-2.2420e-04,0.04
-2.2380e-04,0.04
-2.2340e-04,0.04
-2.2300e-04,0.04
-2.2260e-04,0.04
-2.2220e-04,0.04
-2.2180e-04,-0.04
-2.2140e-04,0.04
-2.2100e-04,0.04
-2.2060e-04,0.08
-2.2020e-04,0.04
-2.1980e-04,0.04
-2.1940e-04,0
-2.1900e-04,0.04
-2.1860e-04,0
-2.1820e-04,0.04
-2.1780e-04,0
-2.1740e-04,0.04
-2.1700e-04,0.04
-2.1660e-04,0.04
-2.1620e-04,0.12
-2.1580e-04,0.08
-2.1540e-04,0.08
-2.1500e-04,0.04
-2.1460e-04,0.08
-2.1420e-04,0.04
-2.1380e-04,0.04
-2.1340e-04,0
-2.1300e-04,0.08
-2.1260e-04,0
-2.1220e-04,0
-2.1180e-04,0.04
-2.1140e-04,0.04
-2.1100e-04,0
-2.1060e-04,0.04
-2.1020e-04,0.04
-2.0980e-04,0.04
-2.0940e-04,0
-2.0900e-04,0.04
-2.0860e-04,0.08
-2.0820e-04,0
-2.0780e-04,0.04
-2.0740e-04,0.04
-2.0700e-04,0.04
-2.0660e-04,0.04
-2.0620e-04,0.04
-2.0580e-04,0
-2.0540e-04,0.04
-2.0500e-04,0.04
-2.0460e-04,0
-2.0420e-04,0.04
-2.0380e-04,0
